Company Name,Designation,Founded Year,Total Employees,Industry,Latest Funding Amount,Annual Revenue,Company Linkedin Url,Growth Alert,Workday Status,No.of People in CX sheet,No.of phone number,Account Status
Human Edge,"Founder, CEO and Chief Medical Director",2020,16,"health, wellness & fitness",1500000,1500000.0,https://www.linkedin.com/company/human-edge-enterprises/,Not Defined,Not Known,0.0,0.0,Active
Crezam,Co-Founder & Chief Marketing Officer,2022,15,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/crezam/,Not Defined,Not Known,0.0,0.0,Inactive
CosIQ,Co-Founder,2022,12,"health, wellness & fitness",Not Known,1900000.0,https://in.linkedin.com/company/mycosiq,Not Defined,Not Known,0.0,0.0,Not Active
Tradyl,Founder & CEO,2021,16,retail,Not Known,1900000.0,https://www.linkedin.com/company/tradyl,Not Defined,Not Known,0.0,0.0,Active
Airattix,Chief Product Officer,2020,20,internet,276683,1900000.0,https://www.linkedin.com/company/airattixstorage/,Not Defined,Not Known,0.0,0.0,Inactive
Nucleon Health,Co-Founder,2021,15,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/nucleonhealth,Not Defined,Not Known,0.0,0.0,Active
Coulomb Litech,Co-Founder,2020,13,semiconductors,Not Known,1900000.0,https://www.linkedin.com/company/coulomb-litech-private-limited/,Not Defined,Not Known,0.0,0.0,Active
Homexchange,Co-Founder and CEO,2020,13,real estate,4000000,3000000.0,https://www.linkedin.com/company/homexchange-india,Not Defined,Not Known,0.0,0.0,Active
Fond,"CEO, Co-Founder & Director",2021,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/fondco/,Not Defined,Not Known,0.0,0.0,Active
Ferticare,Co-Founder,2020,12,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/ferticare/,Not Defined,Not Known,0.0,0.0,Active
CrisprBits,Chief Operating Officer,2020,15,"health, wellness & fitness",250000,2000000.0,https://www.linkedin.com/company/crisprbits-private-limited/,Not Defined,Not Known,0.0,0.0,Not Active
Leadup Universe,Co-Founder,2021,20,e-learning,Not Known,1000000.0,https://www.linkedin.com/company/leadup-universe/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Active
CraftSpark,Founder,2022,16,food production,Not Known,1900000.0,https://www.linkedin.com/company/craftspark-foods-beverages-private-limited/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Active
Datazip,Co-Founder,2022,18,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/datazipio,Not Defined,Not Known,0.0,0.0,Inactive
Babynama,Co-Founder,2022,12,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/babynama/,Not Defined,Not Known,0.0,0.0,Active
Ziptrrip,Co-Founder & CEO,2019,12,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/wtpl-ziptrrip/,Not Defined,Not Known,0.0,0.0,Inactive
Krimanshi,"Founder, CEO",2015,14,research,681223,1000000.0,https://www.linkedin.com/company/krimanshi/,Not Defined,Not Known,0.0,0.0,Active
BebeBurp,Co-Founder,2018,16,food & beverages,952904,1900000.0,https://www.linkedin.com/company/bebe-burp/,Not Defined,Not Known,0.0,0.0,Not Active
TrueGradient,Co-Founder & CTO,2023,11,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/truegradient/,Not Defined,Not Known,0.0,0.0,Active
The Kenko Life,Founder,2020,11,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/the-kenko-life,Not Defined,Not Known,0.0,0.0,Not Active
Krushak Mitra Agro Services,Co-Founder,2015,11,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/krushak-mitra-agro-services,Not Defined,Not Known,0.0,0.0,Active
NEMA AI,Founder & Tech CEO,2022,13,consumer services,Not Known,1900000.0,https://www.linkedin.com/company/nema-ai,Not Defined,Not Known,0.0,0.0,Active
Naagin,Co-Founder,2019,20,food production,1000000,1900000.0,https://www.linkedin.com/company/naaginsauce,Not Defined,Not Known,0.0,0.0,Inactive
Anything Delivered - AD Loggs,Founder,2016,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/adloggs,Not Defined,Not Known,0.0,0.0,Not Active
Furrl,Founder and CEO,2020,20,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/furrl,Not Defined,Not Known,0.0,0.0,Active
GoMarble,Co-Founder,2024,15,marketing & advertising,Not Known,1900000.0,https://www.linkedin.com/company/go-marble/,Not Defined,Not Known,0.0,0.0,Active
Space Aura,Founder,2017,12,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/spaceaura/,Not Defined,Not Known,0.0,0.0,Active
Livo.ai,CEO,2018,13,medical devices,Not Known,1900000.0,https://www.linkedin.com/company/livoai,Not Defined,Not Known,0.0,0.0,Active
Liberate Foods,Co-Founder,2020,19,food production,Not Known,1900000.0,https://www.linkedin.com/company/liberate-foods,Not Defined,Not Known,0.0,0.0,Active
Exposome,Founder and CEO,2020,15,environmental services,Not Known,1900000.0,https://www.linkedin.com/company/exposome,Not Defined,Not Known,0.0,0.0,Active
FlexiCloud,Founder and Managing Director,2015,15,information services,Not Known,1900000.0,https://www.linkedin.com/company/flexicloudin/,Not Defined,Not Known,0.0,0.0,Active
Fabrito,Co-Founder,2022,12,textiles,Not Known,1900000.0,https://www.linkedin.com/company/fabrito-technologies,Not Defined,Not Known,0.0,0.0,Inactive
Docube Healthcare,Co-Founder,2022,17,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/docube-healthcare/,Not Defined,Not Known,0.0,0.0,Inactive
TWF Flours,Co-founder,2017,20,food & beverages,1400000,1900000.0,https://www.linkedin.com/company/twfflours/,Not Defined,Not Known,0.0,0.0,Inactive
StartupNews.fyi,Founder,2019,12,online media,Not Known,1900000.0,https://www.linkedin.com/company/startupnewsfyi/,Not Defined,Not Known,0.0,0.0,Active
Studiovity,Founder & CTO,2021,11,media production,Not Known,1900000.0,https://www.linkedin.com/company/studiovity/about/?viewAsMember=true,Not Defined,Not Known,0.0,0.0,Inactive
Neverinstall,Co-Founder,2019,14,online media,600000,1100000.0,https://in.linkedin.com/company/neverinstall,Not Defined,Not Known,0.0,0.0,Not Active
Pep,Co-Founder & CEO,2023,20,information technology & services,2500000,100000.0,https://www.linkedin.com/company/pep-live,Not Defined,Not Known,0.0,0.0,Active
Stimuler,Co-Founder and CPO,2022,16,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/stimuler/,Not Defined,Not Known,0.0,0.0,Active
Superfoods Valley,Founder & CEO,2021,19,mechanical or industrial engineering,Not Known,1900000.0,https://www.linkedin.com/company/superfoods-valley-pvt-ltd/about/,Not Defined,Not Known,0.0,0.0,Active
Mera Gaon,Co-Founder,2022,1,internet,Not Known,1900000.0,http://www.linkedin.com/company/meragaon,Not Defined,Not Known,0.0,0.0,Active
KOSMC AI,Founder & Ceo,2022,18,information technology & services,Not Known,1900000.0,http://linkedin.com/company/kosmc,Not Defined,Not Known,0.0,0.0,Active
Eco365,Founder Director,2010,15,renewables & environment,Not Known,1900000.0,https://www.linkedin.com/company/eco365privatelimited,Not Defined,Not Known,0.0,0.0,Active
Orgzit,Founder,2016,12,information technology & services,Not Known,310000.0,https://www.linkedin.com/company/orgzit,Not Defined,Not Known,0.0,0.0,Not Active
Franchise and Jobs India,Chief Executive Officer,2021,17,management consulting,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
EUME,Co-Founder,2018,20,apparel & fashion,1700000,2609000.0,https://www.linkedin.com/company/eumeworld,Not Defined,Not Known,0.0,0.0,Active
Quaintel Research,Co-founder and Director,2023,11,information services,Not Known,1900000.0,http://www.linkedin.com/company/quaintel-research-solutions,NO,No Match,0.0,0.0,Active
GreyLabs AI,Cofounder and CEO,2023,18,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/greylabs-ai/,Not Defined,Not Known,0.0,0.0,Active
First Coffee,Co-Founder,2023,17,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/first-coffee-india,Not Defined,Not Known,0.0,0.0,Active
Quash,"Co-Founder, Product & Design",2023,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/quash-bugs/,Not Defined,Not Known,0.0,0.0,Active
Perceptyne Robots,Co-Founder,2021,16,industrial automation,Not Known,1900000.0,https://www.linkedin.com/company/perceptyne-robots/,Not Defined,Not Known,0.0,0.0,Active
PeProp.Money (iProp.Money),Chief Executive Officer,2020,12,financial services,Not Known,1900000.0,https://www.linkedin.com/company/76105976/admin/,Not Defined,Not Known,0.0,0.0,Not Active
GAADIFIX,Co-Founder,2022,16,automotive,Not Known,1900000.0,https://www.linkedin.com/company/gaadifix-in,Not Defined,Not Known,0.0,0.0,Not Active
Fruitfal,"Co-Founder, COO",2018,14,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/fruitfal/,Not Defined,Not Known,0.0,0.0,Active
Paytring,Co-Founder,2020,14,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/paytring/,Not Defined,Not Known,0.0,0.0,Active
Fabits,Co-Founder,2022,19,financial services,Not Known,1900000.0,https://www.linkedin.com/company/fabits/,Not Defined,Not Known,0.0,0.0,Active
Finayo,Founder & CAO,2020,16,financial services,1926400,660000.0,https://www.linkedin.com/company/finayotech/,Not Defined,Not Known,0.0,0.0,Inactive
E Sandhai,Co-Founder,2021,20,information technology & services,Not Known,292000.0,https://www.linkedin.com/company/e-sandhai-private-limited/,Not Defined,Not Known,0.0,0.0,Active
Yodacart,Co-Founder,2022,10,retail,225000,1900000.0,https://www.linkedin.com/company/yodacart,Not Defined,Not Known,0.0,0.0,Active
Xetgo,Co-Founder,2020,13,internet,Not Known,1900000.0,https://www.linkedin.com/company/xetgo/,Not Defined,Not Known,0.0,0.0,Inactive
Yali Aerospace,Founder & CEO,2022,11,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/yaliaerospace-private-limited,Not Defined,Not Known,0.0,0.0,Active
Nabhdrishti Aerospace,Co-Founder and COO,2023,15,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/nabh-drishti-aerospace,Not Defined,Not Known,0.0,0.0,Active
Nautical Wings Aerospace,CEO,2020,16,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/nautical-wings/,Not Defined,Not Known,0.0,0.0,Active
Mestastop Solutions,Founder,2018,18,research,500000,500000.0,https://www.linkedin.com/company/mestastop-solutions/,Not Defined,Not Known,0.0,0.0,Not Active
Matriye Academy EdTech,Chief Operating Officer,2018,16,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/71480184,Not Defined,Not Known,0.0,0.0,Active
CredoHire,Co-Founder,2022,14,information technology & services,Not Known,1900000.0,https://linkedin.com/company/credohire,Not Defined,Not Known,0.0,0.0,Active
Corrit Electric,Co-Founder and Director,2020,17,automotive,602445,2400000.0,https://www.linkedin.com/company/corrit-electric-private-limited,Not Defined,Not Known,0.0,0.0,Not Active
Torus Robotics,Co-Founder,2019,12,automotive,470000,3400000.0,https://www.linkedin.com/company/torus-robotics,Not Defined,Not Known,0.0,0.0,Inactive
Toffee Coffee Roasters,Co-Founder,2019,12,food & beverages,125175,128000.0,https://www.linkedin.com/company/toffeecoffeeroasters/posts/?feedView=all,Not Defined,Not Known,0.0,0.0,Active
ThinkMetal,Co-Founder and CTO,2021,14,machinery,300000,1900000.0,https://www.linkedin.com/company/thinkmetal/,Not Defined,Not Known,0.0,0.0,Active
Khoya,Founder and Director,2016,19,food production,750000,1900000.0,https://www.linkedin.com/company/khoya-mithai/,Not Defined,Not Known,0.0,0.0,Not Active
KonProzTech Pvt Ltd.,Founder,2022,11,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/konproz/?viewAsMember=true,Not Defined,Not Known,0.0,0.0,Active
KBCols sciences,"Founder, CEO",2018,11,research,1218540,3000000.0,https://in.linkedin.com/company/kbcols-sciences-pvt-ltd-official-account,Not Defined,Not Known,0.0,0.0,Not Active
Intents Mobi,Founder,2020,20,information technology & services,181775,2000000.0,https://www.linkedin.com/company/31014064,Not Defined,Not Known,0.0,0.0,Not Active
SpanTrik,Founder,2022,14,aviation & aerospace,Not Known,1900000.0,https://in.linkedin.com/company/spantrik,Not Defined,Not Known,0.0,0.0,Active
ICON,Co-Founder,2023,12,retail,Not Known,1900000.0,https://www.linkedin.com/company/icon-in,Not Defined,Not Known,0.0,0.0,Not Active
SecurWeave Research Labs,Co-Founder,2020,13,computer & network security,336339,1900000.0,https://www.linkedin.com/company/securweave-research-labs-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Active
Humors Tech,Chief Executive Officer,2021,16,research,240112,1200000.0,https://www.linkedin.com/company/humors/,Not Defined,Not Known,0.0,0.0,Active
Hyggex World,CEO,2022,20,education management,Not Known,1900000.0,https://www.linkedin.com/company/hyggexworld/,Not Defined,Not Known,0.0,0.0,Inactive
Alwrite,Founder,2022,13,information technology & services,1201300,1900000.0,https://www.linkedin.com/company/alwrite-in/,Not Defined,Not Known,0.0,0.0,Not Active
HealthCred,Founder,2022,21,financial services,1200000,74000.0,https://www.linkedin.com/company/healthcred,Not Defined,Not Known,0.0,0.0,Active
HILO DESIGN,Co-founder,2019,18,apparel & fashion,Not Known,1900000.0,https://www.linkedin.com/company/hilodesignco/,Not Defined,Not Known,0.0,0.0,Active
Hatchfast,Co-Founder,2023,19,information technology & services,Not Known,1900000.0,Not Created,NO,No Match,0.0,0.0,Active
RuKart,Co-Founder,2019,18,information technology & services,Not Known,1100000.0,https://www.linkedin.com/company/rukartindia,Not Defined,Not Known,0.0,0.0,Active
Rootle.ai,Chief Executive Officer,2020,17,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/hirewithrootle/,Not Defined,Not Known,0.0,0.0,Active
Revoh,CEO,2017,15,electrical/electronic manufacturing,425000,1900000.0,https://www.linkedin.com/company/revoh-innovations-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
CaterNinja,Co-Founder,2016,20,food & beverages,Not Known,1900000.0,https://www.linkedin.com/company/caterninja.com,Not Defined,Not Known,0.0,0.0,Not Active
Edible Routes,Founder,2015,19,farming,Not Known,1900000.0,http://www.linkedin.com/company/edible-routes,NO,No Match,0.0,0.0,Not Active
169Pi,Co-Founder,2023,12,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/169pi/,Not Defined,Not Known,0.0,0.0,Not Active
Humpy Farms,Founder,2016,12,farming,647000,1900000.0,http://www.linkedin.com/company/the-organic-carbon,NO,No Match,0.0,0.0,Not Active
Deltafour,Founder & CEO,2022,13,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/deltafour,Not Defined,Not Known,0.0,0.0,Inactive
OnFinance AI,Cofounder and CTO,2022,12,financial services,1050000,1000000.0,https://www.linkedin.com/company/onfinanceofficial,Not Defined,Not Known,0.0,0.0,Active
13SQFT,Founder,2019,17,internet,1000000,3100000.0,http://www.linkedin.com/company/13sqft,Not Defined,Not Known,0.0,0.0,Inactive
VallMann Tech,Founder & CEO,2020,12,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
myHarvest Farms,Founder & Growth Champion,2018,14,farming,Not Known,1900000.0,https://www.linkedin.com/company/myharvestfarms,Not Defined,Not Known,0.0,0.0,Not Active
ARC,Founder,1985,7,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/castingbyarc,NO,No Match,0.0,0.0,Not Active
Eduavenir Solution Pvt Ltd,Founder & CEO,2016,19,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Putchi,Founder and Marketing Head,2020,16,internet,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Sukkhi Jewellery,Founder & Partner,2012,12,retail,6963838,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
INTORQUE,Founder,2020,12,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Swap,Founder and Pastry Chef,"Jan 23, 2018",—,Apps,—,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Oopar.Club,Co-Founder,2022,15,internet,Not Known,1900000.0,https://www.linkedin.com/company/oopardotclub,Not Defined,Not Known,0.0,0.0,Active
Damngud Design Studio,"Co-Founder, Director",2015,17,design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Digiarway Healthcare,CEO & Founder,2018,16,"health, wellness & fitness",Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Pixel Street,Founder,2019,13,design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Tradesala,Founder,2020,14,internet,Not Known,1900000.0,https://www.linkedin.com/company/tradesala,Not Defined,Not Known,0.0,0.0,Active
